tract_geoid,median_home_dwell_time,pct_at_home,B19001_005
42101028000,788.2142857142857,0.49770603504440203,128
42101028100,1060.4761904761906,0.5080707867272239,39
42101028200,666.2380952380953,0.47364014976293695,233
42101028300,788.0612244897959,0.4939669708723592,185
42101028400,868.3928571428571,0.5115568098557035,89
42101028500,959.8571428571429,0.630747081459713,65
42101028600,1017.2857142857143,0.5597929679346006,114
42101028700,1037.4285714285716,0.5694739761343566,23
42101028800,907.4761904761905,0.49936477882895575,125
42101028901,913.0476190476189,0.4851518064919203,124
42101028902,1091.0,0.5741493234217849,129
42101029000,859.75,0.52390048121031,44
42101029100,895.8928571428571,0.5028631239917075,133
42101029200,888.0952380952381,0.4513449582666378,24
42101029300,877.9285714285714,0.4525866452820716,66
42101029400,556.7619047619047,0.3780005193023428,106
42101029800,986.2,0.4656510131613838,79
42101029900,888.6428571428571,0.5186562543931195,111
42101030000,773.142857142857,0.4663025674349722,260
42101030100,676.8285714285714,0.46065600026396736,96
42101030200,1115.3142857142857,0.5788338270511294,64
42101030501,1049.3333333333333,0.522448296764158,41
42101030502,1087.0285714285715,0.5341934714247272,83
42101030600,1040.7142857142856,0.5116345507126491,83
42101030700,1009.1904761904761,0.49662893424208904,89
42101030800,849.3214285714287,0.49896618937407655,98
42101030900,1122.6666666666667,0.5617822924378034,46
42101031000,1208.0408163265306,0.5697998373713943,99
42101031101,940.6071428571429,0.5090334192450707,135
42101031102,987.4285714285714,0.4996837738568248,34
42101031200,988.8095238095239,0.5243302089992308,153
42101031300,886.7142857142857,0.5135529817306597,250
42101031401,1068.1714285714286,0.6195457097088233,296
42101031402,1061.3333333333333,0.6267709345908437,102
42101031501,1021.2,0.5779305078843942,136
42101031502,1148.4285714285713,0.5829321392507442,144
42101031600,1026.1020408163263,0.5478739066552306,106
42101031700,977.5428571428572,0.530565337050352,167
42101031800,1057.2857142857142,0.5304048738719943,49
42101031900,1031.6857142857143,0.5276217087491964,113
42101032000,999.4285714285714,0.548309631919431,49
42101032100,929.1904761904761,0.5415210937798188,112
42101032300,588.6190476190476,0.45062835012018,121
42101032500,1146.6785714285713,0.60266845681362,159
42101032600,1049.4285714285713,0.540143039118122,193
42101032900,697.2285714285715,0.4878056301863089,178
42101033000,1057.142857142857,0.5297120501864826,130
42101033101,1041.9642857142858,0.5578218796544705,129
42101033102,939.4285714285714,0.4508418417755893,143
42101033200,1110.4285714285716,0.5497418324000152,51
42101033300,867.3333333333334,0.5133923623229316,109
42101033400,916.7142857142858,0.5430001493350955,129
42101033500,1028.2857142857144,0.5328814358650253,138
42101033600,1067.9142857142856,0.5537253247313874,175
42101033701,838.9523809523808,0.4555194539427551,150
42101033702,1079.607142857143,0.5609383064203265,81
42101033800,1061.6857142857143,0.549983917440432,176
42101033900,1002.6666666666666,0.5167276281699502,20
42101034000,1119.6190476190477,0.5782700772542374,42
42101034100,1239.2142857142856,0.5826215215847032,79
42101034200,1220.5,0.5583172330716724,106
42101034400,1177.6785714285713,0.5687034910047937,49
42101034501,1087.4285714285716,0.4734099963123428,191
42101034502,1026.5714285714284,0.49438326023401036,92
42101034600,841.5714285714286,0.48129698137401095,87
42101034701,1173.857142857143,0.5782218336493573,105
42101034702,1056.8095238095239,0.5192484955896046,66
42101034801,1141.2380952380952,0.5139209585041115,149
42101034802,1127.5238095238094,0.5430974415722384,99
42101034803,873.5238095238095,0.4349962903441022,118
42101034900,1026.7857142857142,0.5251412372189413,98
42101035100,1012.5714285714286,0.5039540425154676,68
42101035200,1075.6666666666667,0.4754586744869979,72
42101035301,1121.1904761904761,0.48414644589560596,67
42101035302,994.0714285714286,0.4865551200001982,50
42101035500,1019.3333333333334,0.519758478492788,113
42101035601,1114.4285714285716,0.5093428812264544,93
42101035602,1172.9285714285716,0.5334460930633083,39
42101035701,1009.8571428571429,0.5149442654084505,133
42101035702,940.0,0.4569310867708666,162
42101035800,1003.0476190476189,0.48371149540020547,88
42101035900,1126.7142857142858,0.5354720162093434,102
42101036000,1046.857142857143,0.5192490525756,0
42101036100,1089.9047619047617,0.48567197383425503,33
42101036201,799.2857142857142,0.46571941203660083,93
42101036202,1108.9285714285713,0.541283111490753,99
42101036203,1172.0952380952378,0.5599033938187644,87
42101036301,1049.0,0.5155488760753677,10
42101036302,1031.0714285714287,0.4694039922236239,58
42101036303,1132.5,0.5125416499395392,82
42101036400,154.57142857142858,0.34509803921568627,3
42101036501,1087.7619047619048,0.4618117249404297,109
42101036502,1088.9285714285716,0.5018428411687075,27
42101036600,719.2857142857143,0.4797965848545583,11
42101036700,879.0,0.5048494758909478,57
42101036900,0.0,0.18420927663843364,8
42101037200,1091.7857142857144,0.5442061779054048,193
42101037300,1150.4761904761906,0.5126551324058414,60
42101037500,848.2142857142858,0.5456925308655615,61
42101037600,711.4285714285714,0.5303414883346846,31
42101037700,576.5714285714286,0.4028063782687643,69
42101037800,702.9523809523811,0.38543279286379506,107
42101037900,1060.3333333333333,0.5407727839733237,59
42101038000,1032.2142857142858,0.442220419708373,55
42101038100,484.07142857142856,0.30168844977972886,9
42101038200,1010.7619047619049,0.5010260529713845,109
42101038300,701.7142857142857,0.5268566877496363,87
42101038400,1314.8571428571427,0.6073797802277561,6
42101038500,542.7857142857142,0.4826133656794184,67
42101038600,808.8571428571429,0.516665230194642,19
42101038700,845.0,0.4121073975932549,6
42101038800,1093.75,0.5159544223448986,65
42101038900,749.1428571428572,0.4597052272810232,26
42101039000,928.8214285714286,0.5557682006264469,215
42101980000,0.0,0.25175639973648256,0
42101980100,1236.142857142857,0.5540816326530612,0
42101980200,128.14285714285714,0.35377611945906745,0
42101980300,2.0,0.14051482067373908,0
42101980400,0.0,0.1433603744528114,0
42101980500,0.0,0.13102594477995835,0
42101980600,1.1428571428571428,0.1809640522875817,0
42101980700,2.7142857142857144,0.21048784572588491,0
42101980800,0.0,0.22228081700907784,0
42101980900,0.0,0.21454704785814543,0
42101989100,14.714285714285714,0.383843537414966,0
